train_loss,valid_loss,metric,model,criterion,epoch
0.7251065174738566,0.7311502695083618,0.4000274538993835,SegNet,dice_loss,1
0.7118703822294871,0.7333149909973145,6.080459486607069e-13,SegNet,dice_loss,2
0.7075463732083639,0.7241724729537964,0.1576167196035385,SegNet,dice_loss,3
0.7030446529388428,0.6905799508094788,0.5414141416549683,SegNet,dice_loss,4
0.7041157682736715,0.6820979714393616,0.6382691860198975,SegNet,dice_loss,5
0.7080766558647156,0.668290376663208,0.6644132137298584,SegNet,dice_loss,6
0.7060981690883636,0.6615527868270874,0.6553314924240112,SegNet,dice_loss,7
0.703220268090566,0.6686496138572693,0.6620771884918213,SegNet,dice_loss,8
0.7015255490938822,0.6636922359466553,0.6695221662521362,SegNet,dice_loss,9
0.7029275596141815,0.664931058883667,0.6680048108100891,SegNet,dice_loss,10
0.702294796705246,0.6594569683074951,0.6762689352035522,SegNet,dice_loss,11
0.7042905986309052,0.6642365455627441,0.7049980759620667,SegNet,dice_loss,12
0.7027489840984344,0.66649329662323,0.7015683054924011,SegNet,dice_loss,13
0.6992845038572947,0.6615955829620361,0.7008654475212097,SegNet,dice_loss,14
0.7031654715538025,0.6697304248809814,0.6958566308021545,SegNet,dice_loss,15
0.704811284939448,0.6665297746658325,0.713465690612793,SegNet,dice_loss,16
0.7016207873821259,0.6554930806159973,0.709738552570343,SegNet,dice_loss,17
0.7022514641284943,0.6522985696792603,0.6687533259391785,SegNet,dice_loss,18
0.6996457576751709,0.6564445495605469,0.6881082057952881,SegNet,dice_loss,19
0.6972380677858988,0.6607034206390381,0.7279349565505981,SegNet,dice_loss,20
880274.5104166666,794933.25,6.12681997150256e-13,SegNet,focal_loss,1
823975.125,794933.25,6.12681997150256e-13,SegNet,focal_loss,2
811083.7916666666,794933.25,6.12681997150256e-13,SegNet,focal_loss,3
796756.46875,777246.875,0.2070069909095764,SegNet,focal_loss,4
797715.7604166666,761001.5625,0.3954288363456726,SegNet,focal_loss,5
806641.3541666666,749992.875,0.5621882677078247,SegNet,focal_loss,6
797117.8854166666,745998.5625,0.5914812088012695,SegNet,focal_loss,7
796429.5208333334,751444.875,0.6199081540107727,SegNet,focal_loss,8
798103.5208333334,775265.0,0.5885826945304871,SegNet,focal_loss,9
800013.9479166666,765298.3125,0.5882288813591003,SegNet,focal_loss,10
794775.6770833334,744743.25,0.5998362898826599,SegNet,focal_loss,11
795503.2708333334,746414.25,0.5905454754829407,SegNet,focal_loss,12
791177.2708333334,745650.0,0.6301339864730835,SegNet,focal_loss,13
783122.0104166666,744485.625,0.6170114874839783,SegNet,focal_loss,14
793184.0520833334,743271.0,0.6121596097946167,SegNet,focal_loss,15
796258.8333333334,753933.0625,0.5100630521774292,SegNet,focal_loss,16
790715.9791666666,742530.125,0.6338050961494446,SegNet,focal_loss,17
802943.0625,756180.1875,0.6410826444625854,SegNet,focal_loss,18
792160.1145833334,750245.875,0.5565946102142334,SegNet,focal_loss,19
787937.7916666666,746988.0625,0.6818549036979675,SegNet,focal_loss,20
-0.398091768225034,-0.3999554812908172,0.0015855212695896,SegNet,tversky_loss_alpha_0.00,1
-0.4161527256170909,-0.4000271558761596,6.124592478139179e-13,SegNet,tversky_loss_alpha_0.00,2
-0.4281469881534576,-0.4226778149604797,0.1965659111738205,SegNet,tversky_loss_alpha_0.00,3
-0.4372331251700719,-0.4862273037433624,0.5605875253677368,SegNet,tversky_loss_alpha_0.00,4
-0.4342356820901235,-0.4699541330337524,0.6175116300582886,SegNet,tversky_loss_alpha_0.00,5
-0.4313365171353022,-0.4807869493961334,0.6163173317909241,SegNet,tversky_loss_alpha_0.00,6
-0.4328034371137619,-0.4842408895492553,0.6466852426528931,SegNet,tversky_loss_alpha_0.00,7
-0.438444788257281,-0.4844503104686737,0.6440798044204712,SegNet,tversky_loss_alpha_0.00,8
-0.4398571699857712,-0.4749652147293091,0.6102453470230103,SegNet,tversky_loss_alpha_0.00,9
-0.4361453553040822,-0.4866093099117279,0.6818810701370239,SegNet,tversky_loss_alpha_0.00,10
-0.4404830435911814,-0.4840495884418487,0.6371040344238281,SegNet,tversky_loss_alpha_0.00,11
-0.4376914153496424,-0.4876664578914642,0.6752957701683044,SegNet,tversky_loss_alpha_0.00,12
-0.437833954890569,-0.4841756224632263,0.6772976517677307,SegNet,tversky_loss_alpha_0.00,13
-0.4425313323736191,-0.4870518743991852,0.6659660339355469,SegNet,tversky_loss_alpha_0.00,14
-0.4388979723056157,-0.4874484837055206,0.7071720957756042,SegNet,tversky_loss_alpha_0.00,15
-0.4349605391422907,-0.4893545806407928,0.7131614685058594,SegNet,tversky_loss_alpha_0.00,16
-0.4418305059274037,-0.4878969490528106,0.7132395505905151,SegNet,tversky_loss_alpha_0.00,17
-0.4361138641834259,-0.4928027987480163,0.7230002284049988,SegNet,tversky_loss_alpha_0.00,18
-0.4410780668258667,-0.489197164773941,0.7038425207138062,SegNet,tversky_loss_alpha_0.00,19
-0.4450375288724899,-0.4963027238845825,0.7315540909767151,SegNet,tversky_loss_alpha_0.00,20
-0.4027766038974126,-0.4081889986991882,6.12681997150256e-13,SegNet,tversky_loss_alpha_0.10,1
-0.4348858445882797,-0.4081889986991882,6.12681997150256e-13,SegNet,tversky_loss_alpha_0.10,2
-0.4488762219746907,-0.4227900207042694,0.1296962350606918,SegNet,tversky_loss_alpha_0.10,3
-0.4546194970607757,-0.4984312653541565,0.5608668923377991,SegNet,tversky_loss_alpha_0.10,4
-0.4522292067607243,-0.4954466819763183,0.6008740663528442,SegNet,tversky_loss_alpha_0.10,5
-0.4490983386834462,-0.5052636861801147,0.5879517793655396,SegNet,tversky_loss_alpha_0.10,6
-0.4494675397872925,-0.5008233189582825,0.6301170587539673,SegNet,tversky_loss_alpha_0.10,7
-0.457655002673467,-0.4969117939472198,0.6694086790084839,SegNet,tversky_loss_alpha_0.10,8
-0.4609294831752777,-0.5044112205505371,0.6666479110717773,SegNet,tversky_loss_alpha_0.10,9
-0.4574787070353825,-0.4967025220394134,0.6812384128570557,SegNet,tversky_loss_alpha_0.10,10
-0.4595288733641307,-0.5049462914466858,0.6913450956344604,SegNet,tversky_loss_alpha_0.10,11
-0.4558396885792414,-0.4956602752208709,0.6482279896736145,SegNet,tversky_loss_alpha_0.10,12
-0.4581463684638341,-0.4912525117397308,0.657547116279602,SegNet,tversky_loss_alpha_0.10,13
-0.4642460346221924,-0.5063915252685547,0.6811109781265259,SegNet,tversky_loss_alpha_0.10,14
-0.4581518371899922,-0.4969014227390289,0.6813277006149292,SegNet,tversky_loss_alpha_0.10,15
-0.4559650421142578,-0.4942662715911865,0.6483700275421143,SegNet,tversky_loss_alpha_0.10,16
-0.4621582627296448,-0.5015977621078491,0.7017444968223572,SegNet,tversky_loss_alpha_0.10,17
-0.4590136259794235,-0.5101513862609863,0.7292296290397644,SegNet,tversky_loss_alpha_0.10,18
-0.4623060822486877,-0.5114598870277405,0.7285606861114502,SegNet,tversky_loss_alpha_0.10,19
-0.4654871920744578,-0.5079353451728821,0.7269722819328308,SegNet,tversky_loss_alpha_0.10,20
-0.430396353205045,-0.4166180491447449,0.0022489770781248,SegNet,tversky_loss_alpha_0.20,1
-0.4615400185187657,-0.4166893064975738,6.124592478139179e-13,SegNet,tversky_loss_alpha_0.20,2
-0.4720507264137268,-0.4215048253536224,0.0429679863154888,SegNet,tversky_loss_alpha_0.20,3
-0.4780443459749222,-0.4885623455047607,0.4670937955379486,SegNet,tversky_loss_alpha_0.20,4
-0.4759533752997716,-0.5273804664611816,0.5922451019287109,SegNet,tversky_loss_alpha_0.20,5
-0.4720894346634547,-0.5266623497009277,0.5924462676048279,SegNet,tversky_loss_alpha_0.20,6
-0.4760950654745102,-0.510724663734436,0.6665484309196472,SegNet,tversky_loss_alpha_0.20,7
-0.4776409268379211,-0.4907040596008301,0.565985918045044,SegNet,tversky_loss_alpha_0.20,8
-0.4812391102313995,-0.504341185092926,0.6120151877403259,SegNet,tversky_loss_alpha_0.20,9
-0.47800412774086,-0.5079830288887024,0.648510754108429,SegNet,tversky_loss_alpha_0.20,10
-0.4811971535285314,-0.5190721750259399,0.6784252524375916,SegNet,tversky_loss_alpha_0.20,11
-0.4782006690899531,-0.5240534543991089,0.7068808078765869,SegNet,tversky_loss_alpha_0.20,12
-0.4783575783173243,-0.5146229863166809,0.6959769129753113,SegNet,tversky_loss_alpha_0.20,13
-0.484412873784701,-0.5328092575073242,0.7117869257926941,SegNet,tversky_loss_alpha_0.20,14
-0.478681743144989,-0.5292887687683105,0.7027016282081604,SegNet,tversky_loss_alpha_0.20,15
-0.4762583722670873,-0.5317178964614868,0.7269792556762695,SegNet,tversky_loss_alpha_0.20,16
-0.4838914821545283,-0.5297057628631592,0.7532676458358765,SegNet,tversky_loss_alpha_0.20,17
-0.4780089855194092,-0.5336583852767944,0.7365251183509827,SegNet,tversky_loss_alpha_0.20,18
-0.4824681331713994,-0.5278323888778687,0.7085155844688416,SegNet,tversky_loss_alpha_0.20,19
-0.4846767634153366,-0.528412938117981,0.7233393788337708,SegNet,tversky_loss_alpha_0.20,20
-0.4467586874961853,-0.4255536794662475,6.12681997150256e-13,SegNet,tversky_loss_alpha_0.30,1
-0.475194051861763,-0.4255536794662475,6.12681997150256e-13,SegNet,tversky_loss_alpha_0.30,2
-0.4928053319454193,-0.4255536794662475,6.12681997150256e-13,SegNet,tversky_loss_alpha_0.30,3
-0.4943354328473409,-0.5406184196472168,0.5864307880401611,SegNet,tversky_loss_alpha_0.30,4
-0.4934301475683848,-0.5470535755157471,0.6601584553718567,SegNet,tversky_loss_alpha_0.30,5
-0.4914111693700154,-0.5484716296195984,0.6545936465263367,SegNet,tversky_loss_alpha_0.30,6
-0.4962756782770157,-0.5420557260513306,0.670536458492279,SegNet,tversky_loss_alpha_0.30,7
-0.5012195110321045,-0.529213547706604,0.65997314453125,SegNet,tversky_loss_alpha_0.30,8
-0.5023849556843439,-0.5355235934257507,0.660625696182251,SegNet,tversky_loss_alpha_0.30,9
-0.4991716245810191,-0.52611243724823,0.6532482504844666,SegNet,tversky_loss_alpha_0.30,10
-0.501595934232076,-0.5437889099121094,0.6788445711135864,SegNet,tversky_loss_alpha_0.30,11
-0.5000783701737722,-0.5279302597045898,0.614051103591919,SegNet,tversky_loss_alpha_0.30,12
-0.5023589382568995,-0.5416426062583923,0.6958493590354919,SegNet,tversky_loss_alpha_0.30,13
-0.507122278213501,-0.5427443981170654,0.6742504239082336,SegNet,tversky_loss_alpha_0.30,14
-0.5001690636078516,-0.5476372838020325,0.6916391849517822,SegNet,tversky_loss_alpha_0.30,15
-0.4982731789350509,-0.5402154922485352,0.6920447945594788,SegNet,tversky_loss_alpha_0.30,16
-0.5061286638180414,-0.5370483994483948,0.6871093511581421,SegNet,tversky_loss_alpha_0.30,17
-0.5004836718241373,-0.532955527305603,0.6638880968093872,SegNet,tversky_loss_alpha_0.30,18
-0.5025754968325297,-0.5386831164360046,0.6836516261100769,SegNet,tversky_loss_alpha_0.30,19
-0.5072933336098989,-0.5431790947914124,0.7186721563339233,SegNet,tversky_loss_alpha_0.30,20
-0.469576229651769,-0.4348019957542419,6.124592478139179e-13,SegNet,tversky_loss_alpha_0.40,1
-0.5060784220695496,-0.4348020851612091,6.12681997150256e-13,SegNet,tversky_loss_alpha_0.40,2
-0.5186091661453247,-0.4753081202507019,0.2618160247802734,SegNet,tversky_loss_alpha_0.40,3
-0.5224189658959707,-0.5851211547851562,0.6127563714981079,SegNet,tversky_loss_alpha_0.40,4
-0.5181733866532644,-0.5732427835464478,0.6488584876060486,SegNet,tversky_loss_alpha_0.40,5
-0.5160203774770101,-0.5629592537879944,0.6539645791053772,SegNet,tversky_loss_alpha_0.40,6
-0.5225995282332102,-0.5718741416931152,0.6833456158638,SegNet,tversky_loss_alpha_0.40,7
-0.5274177839358648,-0.5470118522644043,0.6562118530273438,SegNet,tversky_loss_alpha_0.40,8
-0.529708152016004,-0.5481041073799133,0.6701533198356628,SegNet,tversky_loss_alpha_0.40,9
-0.5267461736996969,-0.5464401841163635,0.6689318418502808,SegNet,tversky_loss_alpha_0.40,10
-0.530133401354154,-0.5577318668365479,0.6716043949127197,SegNet,tversky_loss_alpha_0.40,11
-0.5285815199216207,-0.566733181476593,0.7204276919364929,SegNet,tversky_loss_alpha_0.40,12
-0.5317326188087463,-0.5540425777435303,0.6855952143669128,SegNet,tversky_loss_alpha_0.40,13
-0.5356679956118265,-0.5713515877723694,0.731006920337677,SegNet,tversky_loss_alpha_0.40,14
-0.5299446831146876,-0.5603646636009216,0.7254554629325867,SegNet,tversky_loss_alpha_0.40,15
-0.5269274711608887,-0.5726543068885803,0.7330601215362549,SegNet,tversky_loss_alpha_0.40,16
-0.5358900229136149,-0.5697042942047119,0.7551963925361633,SegNet,tversky_loss_alpha_0.40,17
-0.5279030402501425,-0.577242910861969,0.7510088682174683,SegNet,tversky_loss_alpha_0.40,18
-0.5285344769557317,-0.5824646949768066,0.7215139865875244,SegNet,tversky_loss_alpha_0.40,19
-0.5320550600687662,-0.565771758556366,0.7134604454040527,SegNet,tversky_loss_alpha_0.40,20
-0.4921950399875641,-0.4444561898708343,0.0015057064592838,SegNet,tversky_loss_alpha_0.50,1
-0.5338927755753199,-0.4444610178470611,6.124592478139179e-13,SegNet,tversky_loss_alpha_0.50,2
-0.5476630528767904,-0.458028107881546,0.0834322497248649,SegNet,tversky_loss_alpha_0.50,3
-0.5492453922828039,-0.5426881313323975,0.5506790280342102,SegNet,tversky_loss_alpha_0.50,4
-0.5467634052038193,-0.5388898849487305,0.5653724670410156,SegNet,tversky_loss_alpha_0.50,5
-0.5452542006969452,-0.547001838684082,0.5592441558837891,SegNet,tversky_loss_alpha_0.50,6
-0.5519718825817108,-0.5563808679580688,0.608549177646637,SegNet,tversky_loss_alpha_0.50,7
-0.5540837347507477,-0.5689927339553833,0.6603582501411438,SegNet,tversky_loss_alpha_0.50,8
-0.5566606819629669,-0.5659176707267761,0.6404421329498291,SegNet,tversky_loss_alpha_0.50,9
-0.5523594419161478,-0.5818537473678589,0.7056266665458679,SegNet,tversky_loss_alpha_0.50,10
-0.5574349860350291,-0.5843763947486877,0.6990412473678589,SegNet,tversky_loss_alpha_0.50,11
-0.5528362592061361,-0.5862075090408325,0.6774616837501526,SegNet,tversky_loss_alpha_0.50,12
-0.5530991355578104,-0.5726488828659058,0.6855905652046204,SegNet,tversky_loss_alpha_0.50,13
-0.559214452902476,-0.5979833006858826,0.6778310537338257,SegNet,tversky_loss_alpha_0.50,14
-0.5483909845352173,-0.5916742086410522,0.7117937803268433,SegNet,tversky_loss_alpha_0.50,15
-0.5537552982568741,-0.5785285234451294,0.6935822367668152,SegNet,tversky_loss_alpha_0.50,16
-0.5599920650323232,-0.5849764943122864,0.6929053068161011,SegNet,tversky_loss_alpha_0.50,17
-0.5525471866130829,-0.6072198748588562,0.7092031836509705,SegNet,tversky_loss_alpha_0.50,18
-0.5589122623205185,-0.5854200720787048,0.7055947780609131,SegNet,tversky_loss_alpha_0.50,19
-0.5631746053695679,-0.589526891708374,0.7399824857711792,SegNet,tversky_loss_alpha_0.50,20
-0.5300819476445516,-0.454559177160263,6.11792084007079e-13,SegNet,tversky_loss_alpha_0.60,1
-0.5582017799218496,-0.4545596539974212,6.12681997150256e-13,SegNet,tversky_loss_alpha_0.60,2
-0.573426216840744,-0.4753032624721527,0.1104989126324653,SegNet,tversky_loss_alpha_0.60,3
-0.5786647995313009,-0.5834844708442688,0.6109892725944519,SegNet,tversky_loss_alpha_0.60,4
-0.5780022044976553,-0.6025300621986389,0.6568915247917175,SegNet,tversky_loss_alpha_0.60,5
-0.5771201451619467,-0.5992045402526855,0.6529397964477539,SegNet,tversky_loss_alpha_0.60,6
-0.5823042988777161,-0.5988439321517944,0.6517389416694641,SegNet,tversky_loss_alpha_0.60,7
-0.587676614522934,-0.5934811234474182,0.6676475405693054,SegNet,tversky_loss_alpha_0.60,8
-0.587319145600001,-0.6042379140853882,0.6818385124206543,SegNet,tversky_loss_alpha_0.60,9
-0.58335014184316,-0.5978851914405823,0.696468710899353,SegNet,tversky_loss_alpha_0.60,10
-0.5888057351112366,-0.6097220182418823,0.7012640237808228,SegNet,tversky_loss_alpha_0.60,11
-0.586065431435903,-0.612153172492981,0.6877490282058716,SegNet,tversky_loss_alpha_0.60,12
-0.5890849729379019,-0.6064615249633789,0.694203794002533,SegNet,tversky_loss_alpha_0.60,13
-0.5924982825915018,-0.6063827872276306,0.7024537324905396,SegNet,tversky_loss_alpha_0.60,14
-0.590943823258082,-0.6060786843299866,0.7048657536506653,SegNet,tversky_loss_alpha_0.60,15
-0.5869805912176768,-0.6165158748626709,0.7263592481613159,SegNet,tversky_loss_alpha_0.60,16
-0.5957222779591879,-0.6077941656112671,0.7296991348266602,SegNet,tversky_loss_alpha_0.60,17
-0.5898469090461731,-0.6206204295158386,0.7418633699417114,SegNet,tversky_loss_alpha_0.60,18
-0.5937423010667165,-0.622407853603363,0.7367594838142395,SegNet,tversky_loss_alpha_0.60,19
-0.5968234042326609,-0.6263659000396729,0.7607833743095398,SegNet,tversky_loss_alpha_0.60,20
-0.5490395824114481,-0.4651274085044861,6.12681997150256e-13,SegNet,tversky_loss_alpha_0.70,1
-0.5947313706080118,-0.4651274085044861,6.12681997150256e-13,SegNet,tversky_loss_alpha_0.70,2
-0.6110963126023611,-0.4656775593757629,0.0050898790359497,SegNet,tversky_loss_alpha_0.70,3
-0.6103932658831278,-0.5605365633964539,0.4510379731655121,SegNet,tversky_loss_alpha_0.70,4
-0.6105778217315674,-0.6241113543510437,0.6294236779212952,SegNet,tversky_loss_alpha_0.70,5
-0.6116901735464731,-0.6281496286392212,0.6294823288917542,SegNet,tversky_loss_alpha_0.70,6
-0.6170793871084849,-0.6187546849250793,0.6531379818916321,SegNet,tversky_loss_alpha_0.70,7
-0.6200788120428721,-0.6037006974220276,0.6337011456489563,SegNet,tversky_loss_alpha_0.70,8
-0.6218450963497162,-0.6166699528694153,0.676215648651123,SegNet,tversky_loss_alpha_0.70,9
-0.6170331835746765,-0.6105358004570007,0.6655563116073608,SegNet,tversky_loss_alpha_0.70,10
-0.6222308874130249,-0.6381865739822388,0.7005457878112793,SegNet,tversky_loss_alpha_0.70,11
-0.6221747100353241,-0.6356225609779358,0.6924902200698853,SegNet,tversky_loss_alpha_0.70,12
-0.6259138584136963,-0.6353387236595154,0.7195242047309875,SegNet,tversky_loss_alpha_0.70,13
-0.626379648844401,-0.5784409046173096,0.5480454564094543,SegNet,tversky_loss_alpha_0.70,14
-0.6202566027641296,-0.6388027667999268,0.6971659660339355,SegNet,tversky_loss_alpha_0.70,15
-0.619857539733251,-0.6480992436408997,0.7227903604507446,SegNet,tversky_loss_alpha_0.70,16
-0.6278356115023295,-0.6363095641136169,0.722239077091217,SegNet,tversky_loss_alpha_0.70,17
-0.6215214331944784,-0.6450179815292358,0.7147457003593445,SegNet,tversky_loss_alpha_0.70,18
-0.6277410984039307,-0.651772141456604,0.7246533036231995,SegNet,tversky_loss_alpha_0.70,19
-0.630872925122579,-0.6657816171646118,0.7395196557044983,SegNet,tversky_loss_alpha_0.70,20
-0.5811597406864166,-0.4761979877948761,6.113483742679899e-13,SegNet,tversky_loss_alpha_0.80,1
-0.6366499861081442,-0.4761982560157776,6.12681997150256e-13,SegNet,tversky_loss_alpha_0.80,2
-0.6440690457820892,-0.4778322279453277,0.0095071997493505,SegNet,tversky_loss_alpha_0.80,3
-0.6436570783456167,-0.6238872408866882,0.5632149577140808,SegNet,tversky_loss_alpha_0.80,4
-0.6470789114634196,-0.6646645665168762,0.6346732974052429,SegNet,tversky_loss_alpha_0.80,5
-0.651451994975408,-0.6500615477561951,0.6133030652999878,SegNet,tversky_loss_alpha_0.80,6
-0.6564792593320211,-0.654761016368866,0.6307264566421509,SegNet,tversky_loss_alpha_0.80,7
-0.6547772188981374,-0.6509700417518616,0.6749685406684875,SegNet,tversky_loss_alpha_0.80,8
-0.657323936621348,-0.672315239906311,0.667713463306427,SegNet,tversky_loss_alpha_0.80,9
-0.6548836429913839,-0.6585674285888672,0.6524525284767151,SegNet,tversky_loss_alpha_0.80,10
-0.6608756383260092,-0.6413049697875977,0.6597581505775452,SegNet,tversky_loss_alpha_0.80,11
-0.6571674446264902,-0.6601750254631042,0.6758964657783508,SegNet,tversky_loss_alpha_0.80,12
-0.6649964253107706,-0.654482901096344,0.6797208786010742,SegNet,tversky_loss_alpha_0.80,13
-0.6647447844346365,-0.671194851398468,0.6755573749542236,SegNet,tversky_loss_alpha_0.80,14
-0.6594821314016978,-0.669255256652832,0.699169933795929,SegNet,tversky_loss_alpha_0.80,15
-0.664624402920405,-0.6518166065216064,0.6865512132644653,SegNet,tversky_loss_alpha_0.80,16
-0.6669545074303945,-0.6777737140655518,0.696182906627655,SegNet,tversky_loss_alpha_0.80,17
-0.6636101206143697,-0.6690254211425781,0.7033504247665405,SegNet,tversky_loss_alpha_0.80,18
-0.6665026247501373,-0.6756336688995361,0.7128778696060181,SegNet,tversky_loss_alpha_0.80,19
-0.6713392039140066,-0.6792114973068237,0.6854267716407776,SegNet,tversky_loss_alpha_0.80,20
-0.6304486691951752,-0.4878089725971222,6.12681997150256e-13,SegNet,tversky_loss_alpha_0.90,1
-0.6815255184968313,-0.4878089725971222,6.12681997150256e-13,SegNet,tversky_loss_alpha_0.90,2
-0.6914170384407043,-0.4995541274547577,0.0899093821644783,SegNet,tversky_loss_alpha_0.90,3
-0.6915747423966726,-0.6683030128479004,0.6496889591217041,SegNet,tversky_loss_alpha_0.90,4
-0.6962800323963165,-0.7272130250930786,0.6235708594322205,SegNet,tversky_loss_alpha_0.90,5
-0.7007829944292704,-0.7842457890510559,0.5830069184303284,SegNet,tversky_loss_alpha_0.90,6
-0.7026229699452718,-0.7883959412574768,0.5962181091308594,SegNet,tversky_loss_alpha_0.90,7
-0.7069740096728007,-0.6936603784561157,0.6786953806877136,SegNet,tversky_loss_alpha_0.90,8
-0.7065432369709015,-0.6735000014305115,0.6768077611923218,SegNet,tversky_loss_alpha_0.90,9
-0.7091832955678304,-0.6834770441055298,0.7084863185882568,SegNet,tversky_loss_alpha_0.90,10
-0.7113521099090576,-0.680275022983551,0.6941583156585693,SegNet,tversky_loss_alpha_0.90,11
-0.713341643412908,-0.723921537399292,0.7061185240745544,SegNet,tversky_loss_alpha_0.90,12
-0.7162177364031473,-0.7326438426971436,0.7061503529548645,SegNet,tversky_loss_alpha_0.90,13
-0.7175382177035013,-0.7284899353981018,0.7179282903671265,SegNet,tversky_loss_alpha_0.90,14
-0.7171555856863657,-0.7012555003166199,0.7323469519615173,SegNet,tversky_loss_alpha_0.90,15
-0.7176349957784017,-0.690016508102417,0.7168083190917969,SegNet,tversky_loss_alpha_0.90,16
-0.7229421734809875,-0.6947978734970093,0.7493937015533447,SegNet,tversky_loss_alpha_0.90,17
-0.7156629264354706,-0.7176622748374939,0.738166093826294,SegNet,tversky_loss_alpha_0.90,18
-0.7211449841658274,-0.7189033627510071,0.7605421543121338,SegNet,tversky_loss_alpha_0.90,19
-0.7212652862071991,-0.7181000709533691,0.762449324131012,SegNet,tversky_loss_alpha_0.90,20
-0.6509053607781728,-0.5000306367874146,0.0022483929060399,SegNet,tversky_loss_alpha_1.00,1
-0.7276681363582611,-0.5,6.120142370322212e-13,SegNet,tversky_loss_alpha_1.00,2
-0.7407974004745483,-0.5762752890586853,0.4086970686912536,SegNet,tversky_loss_alpha_1.00,3
-0.743623415629069,-0.693173885345459,0.6347609758377075,SegNet,tversky_loss_alpha_1.00,4
-0.7463307480017344,-0.7403751015663147,0.6567236185073853,SegNet,tversky_loss_alpha_1.00,5
-0.7573516269524893,-0.7376793026924133,0.663905918598175,SegNet,tversky_loss_alpha_1.00,6
-0.757093608379364,-0.7211463451385498,0.6583485007286072,SegNet,tversky_loss_alpha_1.00,7
-0.7555149495601654,-0.7113065719604492,0.6508315801620483,SegNet,tversky_loss_alpha_1.00,8
-0.7504567603270212,-0.7289097309112549,0.6348973512649536,SegNet,tversky_loss_alpha_1.00,9
-0.7578089833259583,-0.7079906463623047,0.6728658080101013,SegNet,tversky_loss_alpha_1.00,10
-0.7641971409320831,-0.7278096079826355,0.685892641544342,SegNet,tversky_loss_alpha_1.00,11
-0.7588676114877065,-0.7268944382667542,0.6715528964996338,SegNet,tversky_loss_alpha_1.00,12
-0.7650607923666636,-0.7244263291358948,0.6713984608650208,SegNet,tversky_loss_alpha_1.00,13
